,std,mean
,CONSO_JOURNALIERE,CONSO_JOURNALIERE
SITE_NAME,,
0062KO,20.656535580413138,21.587142857142855
0063BB,24.76964328034003,23.728
0063BR,18.028729514282468,17.856571428571428
0063KO,18.936374658579293,19.691714285714287
0064BB,17.9542654529005,15.02421052631579
0064BR,0.5936609582357041,31.926666666666666
0064KO,12.533661848307982,12.841714285714286
0065BB,10.115080263621039,10.525714285714285
0065BR,30.14573072885231,32.972
0066BB,7.642753906330314,14.254545454545456
0066BR,18.976778498598595,19.52885714285714
0067BB,0.8202438661763952,58.44
0067BR,16.179413769230525,15.896285714285714
0068BB,0.7636753236814752,68.65
0068BR,15.019206874067963,14.593142857142857
0069BB,24.799536109130557,23.273684210526316
0069BR,0.8343860018001233,59.36
0070BB,25.5214985828804,26.015714285714285
0070BR,20.05482863962457,20.742
0070KO,8.317448875605992,8.961714285714287
0071BB,9.461088732276002,37.72
0071BR,37.11424838701888,43.03666666666667
0071KO,8.287303166984577,8.686571428571428
0072BB,13.621221610092855,14.054285714285715
0072BR,39.6540889768085,17.34125
0072KO,25.353688273916067,46.64090909090908
0073BB,20.64782167280444,19.883142857142857
0073BR,6.68923015002474,78.93
0073KO,18.64078566617032,18.85457142857143
0074BB,15.042223921488528,15.573714285714287
0074BR,25.75771060863755,25.351714285714284
0074KO,39.83006439864239,64.265
0075BB,0.0,107.22
0075BR,27.28750135597067,28.79857142857143
0076BB,0.2969848480983512,39.01
0076BR,46.58087649837798,77.03625
0076KO,7.663443950888255,8.019166666666667
0077BB,2.114249275747777,24.935000000000002
0077BR,23.890708305978382,23.790857142857142
0077KO,17.30599660485911,17.968571428571426
0078BB,11.306637431172893,48.435
0078BR,38.562415045191955,41.404
0078KO,6.4842197227658325,6.758518518518518
0079BB,20.22123153286867,21.078
0079BR,23.55725757675997,22.009142857142855
0080BB,22.536291038711596,24.06742857142857
0080BR,52.32572819778595,56.74257142857143
0080KO,10.818733752154182,34.05
0081BB,15.28472880366051,16.270416666666666
0081BR,22.724767585570195,44.412727272727274
0081KO,10.006688788215696,10.229714285714286
0082BB,0.6788225099390862,26.93
0082BR,17.26810450898805,68.97666666666667
0082KO,26.961450301598976,24.459032258064518
0083BB,24.558763385961015,23.027619047619048
0083BR,35.39246775014958,37.220285714285716
0083KO,27.019452615918507,23.664571428571428
0084BR,40.80535466199147,60.22090909090909
0084KO,10.59432120610763,18.662727272727274
0085BB,7.63576906694391,8.113142857142856
0085BR,407.4134104731131,306.32666666666665
0085KO,25.046274746066775,24.639142857142858
0086BB,24.416255017731714,43.07090909090909
0086BR,110.42539555523182,113.37599999999999
0086KO,13.291023811188506,13.425142857142857
0087BB,8.061017305526645,82.27
0087BR,108.96146330448461,210.86636363636364
0087KO,21.253667961511532,39.92272727272727
0088BB,26.847524321338714,28.967142857142857
0088BR,24.269475253404845,26.40342857142857
0088KO,36.148679690430534,37.66085714285715
0089BB,18.551040748764443,18.972083333333334
0089BR,51.745767298720516,99.14333333333333
0089KO,15.960454659600915,16.314
0090BB,8.761053018901329,80.785
0090BR,21.936775028601225,24.266857142857145
0090KO,17.542441389839855,17.790285714285712
0091BB,16.62318779912692,18.27457142857143
0091BR,31.227012532234202,34.95454545454545
0091KO,9.760490546018922,9.560967741935483
0092BB,18.265458685957036,18.806857142857144
0092BR,18.548917805756375,20.311999999999998
0092KO,8.566796906878176,9.037142857142857
0093BB,6.30724277545834,7.073428571428571
0093BR,1.27985676281892,85.77333333333333
0093KO,10.561512337593648,9.835714285714285
0094BB,1.5839191898578628,34.93
0094BR,1.039446968344224,28.335
0094KO,9.61917794667236,10.427428571428571
0095BR,19.813132008847067,61.91
0095KO,16.836212460051698,47.415
0096BB,14.852266878445572,15.557428571428572
0096BR,24.27322950470817,23.39
0096KO,23.8004480679523,24.612
0097BB,20.483747113219284,21.795714285714286
0097BR,1.0889444430272928,106.59
0097KO,7.008904324638251,7.233142857142857
0098BB,8.81726245555529,9.212916666666667
0098BR,1.0467568963231146,61.21
0098KO,8.350181077893668,8.776285714285715
0099BB,15.552184898786743,16.694857142857146
0099BR,29.402500841157813,37.315714285714286
0099KO,15.079686057628605,15.84485714285714
0100BB,17.589278342360785,18.31142857142857
0100BR,14.131923537054073,18.35142857142857
0100KO,1.199430420380163,71.64333333333333
0101BB,19.265777788127643,20.11342857142857
0101BR,25.823682033774976,27.031428571428574
0101KO,12.017891655025549,11.224857142857143
0102BB,6.293250352560269,54.42
0102BR,32.91489118648552,54.51272727272727
0103BB,7.537758287448594,37.61
0103BR,19.442299665999418,16.998857142857144
0103KO,18.592706408606535,19.574857142857145
0104BR,22.92576281358584,31.316842105263156
0104KO,9.665705406663468,9.200857142857142
0105BB,13.100401728746546,20.543636363636367
0105BR,32.882901505624034,34.06057142857143
0105KO,11.798295190906385,11.322
0106BB,9.235064253415127,9.0
0106BR,28.68769213443284,92.894
0106KO,13.900211926321074,13.137142857142857
0107BB,3.203193718775061,35.115
0107BR,20.202040738499672,103.66499999999999
0107KO,18.788868150757636,17.424285714285716
0108BB,4.080006127446378,26.555
0108BR,35.8528138014158,37.71114285714286
0108KO,30.742972891739377,32.926
0109BB,6.724585489084061,79.345
0109BR,32.98003791957296,34.064
0110BB,7.150612571306569,7.670833333333333
0110BR,18.07432503708558,19.90542857142857
0110KO,10.936374854492836,11.15857142857143
0111BB,11.640404712099654,12.068636363636363
0111BR,16.49849235536387,50.660000000000004
0111KO,11.180860695060685,12.908000000000001
0112BB,16.669544699967112,17.101714285714284
0112BR,24.957217538674605,44.234545454545454
0112KO,20.70363988620878,21.266857142857145
0113BB,0.41719300090006545,49.095
0113BR,0.38890872965260415,78.025
0113KO,14.878844601200278,24.128333333333334
0114BB,15.877333889182129,14.974571428571428
0114BR,16.702884101583304,17.41257142857143
0115BB,0.1979898987322316,47.480000000000004
0115BR,17.620191115818898,18.52342857142857
0115KO,22.4176819842333,21.468571428571426
0116BB,104.33360556407509,75.735
0116BR,10.39786131047788,10.095142857142857
0117BB,30.601281375429064,33.47727272727273
0117BR,10.478296641353579,9.956285714285714
0118BB,7.164601028610015,7.372571428571429
0118BR,1.435426765808692,33.675
0118KO,22.33562813913564,23.574571428571428
0119BB,7.628794733829787,13.61909090909091
0119BR,16.80818163871393,52.072
0120BB,3.457752160002218,29.875
0120BR,5.058751963535218,5.858571428571428
0120KO,8.99999559139677,8.681612903225806
0121BR,16.495007398934657,31.62090909090909
0122BB,28.85171534157476,27.264285714285716
0122BR,644.5641330804729,212.23142857142858
0123BB,8.32884474353465,8.183809523809524
0123BR,12.840669764463229,69.24
0124BB,22.938543981691602,21.689999999999998
0124BR,12.87731684361727,28.35909090909091
0125BB,8.003204242755555,7.905714285714286
0125BR,0.7919595949289314,71.24000000000001
0125KO,17.6837227201655,19.315142857142856
0126BB,32.215807897480936,31.804571428571432
0126BR,2.9981327522309527,100.75999999999999
0126KO,13.617874949905381,14.202285714285713
0127BB,1.30107647738325,81.25
0127BR,10.117387673373663,26.92
0128BB,38.82723335495332,55.855000000000004
0128BR,24.699926812397948,26.080857142857145
0128KO,3.5567471093683336,7.675
0129BB,19.47462003599091,18.03742857142857
0129BR,20.86868330434728,21.835714285714285
0129KO,25.535514754582735,24.27257142857143
0130BB,41.29503602129437,41.57
0130BR,12.9310756050114,13.498857142857142
0130KO,23.384244446188298,23.64962962962963
0131BB,4.72347329832614,52.84
0131BR,10.139665583798141,11.787714285714285
0131KO,8.48392159005601,9.072571428571429
0132BR,0.3394112549695419,31.479999999999997
0132KO,10.044144939367671,10.503714285714286
0133BB,22.717738789639384,21.785714285714285
0133BR,18.86522717336107,19.465142857142855
0133KO,26.472258747475202,28.46142857142857
0134BB,5.299609831841199,5.440571428571429
0134BR,115.12612779035001,133.54
0134KO,20.459810993319387,21.704
0135BB,23.577550470531843,22.785238095238096
0135KO,16.95682928285035,17.686285714285713
0136BB,6.243752877877213,51.195
0136BR,5.2656465256731115,78.79333333333334
0136KO,20.03102953004696,20.259714285714285
0137BB,16.714992207379385,16.355833333333333
0137BR,8.655959411488324,83.55666666666667
0137KO,8.01437021330849,8.377714285714285
0138BB,0.6363961030678943,33.69
0138BR,20.195195160310416,21.214285714285715
0138KO,0.3535533905932738,51.68
0139BB,16.0250708470251,13.340000000000002
0139BR,25.963858096837754,45.42545454545455
0139KO,6.223205218637523,6.671428571428572
0140BB,2.8920667350529805,22.525
0140BR,15.045345902747915,59.416666666666664
0140KO,8.690342340782665,62.885000000000005
0141BB,10.812799192926622,10.448285714285714
0141BR,4.805250600471664,73.80333333333333
0141KO,2.6516504294495533,79.475
0142BB,0.02121320343559723,20.575
0142BR,7.836174661997603,44.06333333333333
0143BB,30.990926091357775,35.89
0143BR,0.33605555096342865,29.246666666666666
0143KO,22.351502393332098,22.196250000000003
0144BB,15.811939521405066,16.30457142857143
0144BR,1.873832970144355,63.045
0144KO,15.96468119676324,16.743142857142857
0145BB,11.690913889128824,11.521714285714285
0145BR,7.661874562937052,14.147272727272728
0146BB,20.575952035929564,21.179142857142857
0146BR,78.74556050978367,100.35000000000001
0146KO,12.721017664486126,13.134857142857143
0147BB,11.073292193381334,7.83
0147BR,3.896158364337873,33.504999999999995
0147KO,20.604077906728918,21.968285714285713
0148BB,0.014142135623730649,39.739999999999995
0148BR,37.08520580927071,38.37428571428571
0149BB,20.495383438903804,14.926153846153845
0149BR,24.685899096576357,26.28472222222222
0150BB,22.814694546995963,42.13545454545454
0150BR,2.6171151420345793,69.8475
0150KO,14.214400131290695,13.913714285714287
0151BB,12.357272910376,12.47942857142857
0151BR,15.067403005605623,46.01666666666667
0151KO,1.5061374439273456,37.065
0152BB,24.402822270424068,22.786190476190477
0152BR,25.021659927874857,27.531428571428574
0152KO,9.657022437218483,9.08
0153BB,14.595690528947461,14.32057142857143
0153BR,12.44927842621143,50.60666666666666
0153KO,23.20486996843768,23.60257142857143
0154BB,25.472574040235788,26.221999999999998
0154BR,9.574175155905932,9.857714285714286
0154KO,9.253658536088365,9.669142857142857
0155BB,24.011335362819725,25.017916666666665
0155BR,20.363557848158415,20.67
0155KO,16.694084747185705,17.47142857142857
0156BB,11.305968327920116,9.719142857142858
0156BR,18.005918060740033,18.040285714285712
0156KO,6.2877315116841,6.691714285714286
0157BB,7.795498453239136,8.20742857142857
0157BR,1.5697770542341347,69.38
0157KO,20.107952709932306,20.22285714285714
0158BB,33.70690034833279,35.705714285714286
0158BR,29.12540865079201,25.936571428571426
0158KO,12.89622820893019,13.39257142857143
0159BR,50.20404864988814,53.97857142857143
0159KO,3.7123106012293743,30.265
0160BR,18.754771905936295,20.231142857142856
0160KO,22.95235301095501,22.869714285714288
0161BB,0.15556349186103965,108.52
0161BR,21.03937655241442,26.57428571428571
0161KO,4.778220423982978,5.1408571428571435
0162BB,43.63896642245514,43.91914285714286
0162BR,17.138171151560133,18.411142857142856
0162KO,7.6745592758836265,7.776521739130436
0163BB,17.0451821330715,17.523142857142854
0163BR,0.014142135623728137,47.22
0163KO,0.8980256121069153,5.654999999999999
0164BB,25.972032072981893,37.125
0164BR,211.21632733605924,161.71333333333334
0165BB,24.23910513296765,26.319999999999997
0165BR,22.364555853464367,21.53090909090909
0166BB,22.39827282882066,23.280857142857144
0166BR,24.15670274008287,45.085454545454546
0166KO,13.042370621500197,11.194571428571429
0167BB,32.22098597931156,33.649142857142856
0167BR,15.597337379608529,58.156666666666666
0167KO,1.2515790027001938,37.504999999999995
0168BB,87.99974271161777,96.77942857142857
0168BR,11.014009260936728,49.52
0168KO,1.5485638507985375,22.945
0169BB,29.071177174440187,32.323846153846155
0169BR,2.8297703086999806,73.47
0169KO,6.884741955576243,6.761111111111112
0170BB,9.963134546918457,55.275
0170BR,960.3089387795992,590.38
0170KO,8.748197329835394,9.265
0171BB,0.8202438661764079,69.57
0171BR,14.717941306532005,14.789142857142858
0171KO,13.203354062032684,13.84057142857143
0172BB,8.466818129834696,8.872857142857143
0172BR,28.105078426030644,46.38666666666666
0172KO,12.784172744965131,13.184857142857142
0173BB,14.580150706417566,15.153714285714285
0173BR,19.678835865172598,20.31885714285714
0173KO,0.02121320343559723,67.725
0174BR,82.79498918010276,101.76333333333334
0174KO,7.728329854255856,7.258518518518518
0175BB,20.47821071162175,20.709142857142854
0175BR,40.07115587718095,44.93
0175KO,6.31352369770491,6.037407407407407
0176BB,21.41939995942577,19.956285714285716
0176BR,11.548616078705418,17.046666666666667
0176KO,26.5849509049741,24.17421052631579
0177BB,8.409543877957598,8.792000000000002
0177BR,9.028172572564173,33.34
0177KO,28.414431083192788,29.610571428571426
0178BB,0.03535533905932662,23.674999999999997
0178BR,18.21838213352177,19.043714285714284
0178KO,18.910148950585594,21.833333333333332
0179BB,7.085091045713557,7.742857142857143
0179BR,2.3263920563825873,44.52
0179KO,0.5868986283848407,49.675
0180BB,0.08485281374238891,45.86
0180BR,12.57141817608432,11.47742857142857
0180KO,8.968290938946582,9.439032258064517
0181BB,9.740886686815433,9.980285714285714
0181BR,18.63253160334311,19.371142857142857
0181KO,19.77045738494899,20.398285714285713
0182BB,21.994757761927,20.043684210526315
0182BR,20.38222149180939,20.88
0183BB,0.8555992052357219,31.115000000000002
0183BR,0.5727419430540531,25.856666666666666
0184BR,14.846215419052344,15.547714285714285
0184KO,23.97126675835051,62.974000000000004
0185BB,14.967160186821381,15.463333333333333
0185BR,16.416205629582226,17.314545454545456
0185KO,18.363298717413116,17.89258064516129
0186BB,0.9333809511662379,75.75
0186BR,28.375312112820893,28.97
0186KO,15.465891079752124,16.103142857142856
0187BB,6.010407640085654,84.77
0187BR,15.619532670356566,16.25142857142857
0188BB,14.09514212757852,15.604857142857146
0188BR,21.438260699463978,39.31727272727273
0188KO,10.181302379914886,10.153714285714285
0189BB,2.842569260369918,50.25
0189BR,21.53389746423067,41.06
0190BB,16.32524044889648,14.955714285714285
0190BR,16.85490264561849,16.83457142857143
0190KO,8.509959888913952,8.273428571428571
0191BB,0.07778174593051983,33.655
0191BR,18.875229577322727,20.047142857142855
0192BR,13.191271061661277,26.481
0192KO,41.04003220468211,40.159142857142854
0193BB,13.103731863079915,12.642285714285714
0193BR,10.088495097552126,67.01666666666667
0193KO,9.451618526639194,9.608857142857143
0194BB,13.180779154907146,13.475
0194BR,21.117325249999958,22.47085714285714
0194KO,12.54465623283476,14.479999999999999
0195BB,0.5515432893255041,26.060000000000002
0195BR,15.047470533097728,24.47222222222222
0196BB,32.497482575299344,32.29541666666667
0196BR,20.47929349818675,22.22714285714286
0197BR,20.816331508673464,21.896857142857144
0197KO,38.85913608765629,37.67885714285714
0198BB,15.790038993890153,16.202571428571428
0199BB,20.059025986558066,21.060000000000002
0199BR,4.879036790187182,93.28
0199KO,29.207534891607068,33.385000000000005
0200BB,0.14849242404917182,30.225
0200KO,12.520913161049984,13.264285714285714
0201BR,2220.1975726852984,-557.9107692307692
0201KO,18.42126952987869,19.356285714285715
0202BR,17.092310015930327,17.230285714285714
0202KO,21.97861170786367,22.545428571428573
0203BR,21.462653962780337,22.607142857142858
0203KO,9.270986260186085,9.060645161290322
0204BB,11.384419177103416,31.150000000000002
0204BR,12.99759289285533,13.312857142857142
0204KO,7.852619601219029,8.147916666666667
0205BR,25.065650128485323,46.10818181818182
0205KO,22.848444012262906,23.486571428571427
0206BR,31.085986124511688,97.81666666666666
0206KO,12.859443206060378,12.849354838709678
0207BB,16.166006236762957,16.518
0207BR,23.981714909488858,53.6375
0207KO,23.939601054642967,25.59114285714286
0208KO,14.650511294028977,15.272
0209BB,44.89277651619839,47.95
0209BR,28.158409519478663,73.05666666666666
0209KO,8.489122501197409,8.86142857142857
0210BR,1318.7950866352714,853.6866666666666
0210KO,16.602391925474443,16.9
0211BB,10.623685682426396,8.417142857142858
0211BR,23.87036100364727,47.833
0211KO,6.1447579285111,21.795
0212BB,33.63490955875519,36.06923076923077
0212BR,142.76225563268932,112.59333333333335
0212KO,16.94869959803749,15.487741935483871
0213BB,12.297483912908172,12.912
0213BR,26.093130002614355,56.88333333333333
0213KO,7.224227919456726,6.909032258064516
0214BB,12.522861094813761,81.435
0214BR,0.39597979746446066,56.7
0214KO,20.00702314923731,21.042
0215BB,2.0293964620053946,120.185
0215BR,21.928069165134545,23.45057142857143
0215KO,7.276160948691316,7.613714285714286
0216BR,22.81153874687106,83.21
0216KO,13.875494086138115,14.748571428571429
0217BB,11.516646879936143,11.92875
0217BR,8.492969641611428,44.96666666666667
0217KO,23.67995740696547,22.78806451612903
0218BB,16.369447211705307,16.80542857142857
0218BR,3.9032294321497396,52.21
0218KO,19.974051225350884,21.682
0219BB,0.28991378028648335,30.244999999999997
0219BR,18.41396609296127,33.54545454545455
0219KO,23.181035218072395,23.760571428571428
0220BB,23.090045001066162,23.014285714285716
0220BR,14.86277962398893,16.033714285714286
0221BR,11.247727180310212,11.767428571428573
0221KO,32.07934496421854,38.482
0222BB,2.213244225113894,27.655
0222BR,5.234551875121053,21.233333333333334
0222KO,0.2262741699796954,27.86
0223BR,204.28771141048432,153.86333333333332
0223KO,9.990838912967916,10.907142857142857
0224BB,30.32634001417682,31.52114285714286
0224BR,6.344858811142551,52.94333333333333
0224KO,14.17727076649644,14.992285714285714
0225BB,16.814136469354708,17.29171428571429
0225BR,96.99168417962439,131.61
0225KO,27.823800363477783,61.91
0226BB,24.279495872689218,24.929142857142857
0226BR,0.6143560314128409,25.323333333333334
0226KO,21.590510684016685,22.328857142857142
0227BB,19.770705601975866,31.46
0227BR,1.310737705772339,25.823333333333334
0227KO,20.668166924853626,21.097714285714286
0228BB,6.088189386016169,77.465
0228BR,18.430306895678854,17.976285714285712
0228KO,21.19091533589593,21.736857142857144
0229BB,9.927779207859121,72.83
0229BR,59.66376873781944,84.08
0229KO,21.8141735591158,21.602857142857143
0230BB,25.6679912987153,26.428571428571427
0230KO,20.162316826990214,21.209142857142858
0231BB,0.7848885271170674,54.075
0231BR,29.110647646291802,29.116285714285716
0231KO,6.3163081175077345,7.355999999999999
0232BB,21.604186833562977,22.743714285714287
0232BR,15.867476169826126,35.660000000000004
0232KO,6.972928239648973,7.428000000000001
0233BB,0.5939696961967024,79.28
0233BR,21.38050884538053,22.68342857142857
0233KO,0.08485281374238891,35.39
0234BB,13.662970412915403,14.185714285714285
0234BR,0.837217614084495,22.993333333333336
0234KO,1.5273506473629441,22.200000000000003
0235BB,26.497234583626085,27.10166666666667
0235BR,27.023100959263456,44.46636363636364
0235KO,15.873301298647585,16.23
0236BB,0.22627416997969793,54.709999999999994
0236BR,27.605009903361854,29.034000000000002
0236KO,29.414291721525302,28.638857142857145
0237BB,21.609183233060893,47.82
0237BR,39.73247374629472,71.09200000000001
0237KO,14.006827541516236,20.502000000000002
0238BB,879.0638328198753,319.92583333333334
0238BR,23.15198297140056,23.322352941176472
0238KO,18.90614595728022,20.205428571428573
0239BB,19.64520793022687,17.063714285714287
0239BR,25.736952386622246,27.243714285714287
0239KO,20.34268536597761,21.96142857142857
0240BB,8.937829714197958,12.559999999999999
0240BR,168.19420808497935,183.2266666666667
0240KO,14.884695043961235,13.874137931034484
0241BR,20.185299014444176,21.34914285714286
0241KO,16.91399420598221,59.92
0242BB,15.179805846789296,15.54657142857143
0242BR,23.107591826064432,69.24
0242KO,19.047623054691456,19.818285714285715
0243BB,31.76323661089971,40.949999999999996
0243BR,15.205102313487942,29.318181818181817
0243KO,6.105110244085441,6.746285714285714
0244BB,0.2262741699796929,34.42
0244BR,24.61858651882504,24.24085714285714
0244KO,30.771113855354013,32.68857142857143
0245BB,15.35100783924861,15.903714285714285
0245BR,337.89158275991423,270.61999999999995
0245KO,23.358842437072948,63.818000000000005
0246BB,0.021213203435595972,22.455
0246BR,21.511130017315427,22.809714285714286
0246KO,18.752217468875514,19.516000000000002
0247BB,22.28093467518812,64.41499999999999
0247BR,20.28492931905338,21.756857142857143
0247KO,15.376629970305503,16.96485714285714
0248BB,24.563482671485758,20.59857142857143
0248BR,14.525704802177414,51.04
0248KO,24.920578054857305,22.918
0249BB,6.173731040301577,6.154571428571429
0249KO,25.923737063419953,45.311
0250BB,7.532051937324558,7.647714285714287
0250BR,47.600716859681384,23.512999999999998
0250KO,24.568104044953007,43.701818181818176
0251BB,16.620232243622013,17.734857142857145
0251BR,31.046436188393667,70.45
0251KO,9.234424906909176,9.202857142857143
0252BB,10.692857099072095,10.937999999999999
0252BR,24.298823283055835,25.296
0252KO,9.840309040716491,10.556571428571429
0253BB,21.266520826576848,21.18914285714286
0253BR,26.07286089262263,27.526857142857143
0253KO,17.12754110693499,17.856571428571428
0254BB,30.805049624257077,23.83
0254BR,23.895715919486758,26.55029411764706
0254KO,26.16789212144743,26.360416666666666
